"Date_evenement";"Femmes_0_24ans_Deces2020";"Femmes_25_49ans_Deces2020";"Femmes_50_64ans_Deces2020";"Femmes_65_74ans_Deces2020";"Femmes_75_84ans_Deces2020";"Femmes_85ans_plus_Deces2020";"Hommes_0_24ans_Deces2020";"Hommes_25_49ans_Deces2020";"Hommes_50_64ans_Deces2020";"Hommes_65_74ans_Deces2020";"Hommes_75_84ans_Deces2020";"Hommes_85ans_plus_Deces2020";"Femmes_0_24ans_Deces2019";"Femmes_25_49ans_Deces2019";"Femmes_50_64ans_Deces2019";"Femmes_65_74ans_Deces2019";"Femmes_75_84ans_Deces2019";"Femmes_85ans_plus_Deces2019";"Hommes_0_24ans_Deces2019";"Hommes_25_49ans_Deces2019";"Hommes_50_64ans_Deces2019";"Hommes_65_74ans_Deces2019";"Hommes_75_84ans_Deces2019";"Hommes_85ans_plus_Deces2019";"Femmes_0_24ans_Deces2018";"Femmes_25_49ans_Deces2018";"Femmes_50_64ans_Deces2018";"Femmes_65_74ans_Deces2018";"Femmes_75_84ans_Deces2018";"Femmes_85ans_plus_Deces2018";"Hommes_0_24ans_Deces2018";"Hommes_25_49ans_Deces2018";"Hommes_50_64ans_Deces2018";"Hommes_65_74ans_Deces2018";"Hommes_75_84ans_Deces2018";"Hommes_85ans_plus_Deces2018";"Zone";"LibelleZone"
"28/07/2020";1276;3960;13370;20164;34399;115104;2153;8205;25552;37646;45370;69354;1330;4188;13253;19042;32767;109496;2310;8342;25330;34991;42603;64791;1377;4169;13544;18359;33597;109724;2243;8544;26009;34289;43118;64444;"FE";"France"
"29/07/2020";1282;3979;13441;20252;34546;115520;2164;8236;25669;37792;45574;69631;1338;4214;13317;19122;32912;109870;2323;8385;25440;35144;42791;65039;1381;4187;13603;18446;33752;110162;2254;8583;26132;34457;43292;64670;"FE";"France"
"30/07/2020";1290;3998;13519;20345;34709;115972;2176;8265;25774;37957;45776;69914;1346;4233;13375;19210;33053;110278;2334;8432;25567;35305;42957;65272;1388;4218;13674;18537;33925;110615;2263;8632;26257;34625;43466;64920;"FE";"France"
"31/07/2020";1303;4019;13578;20422;34871;116487;2184;8313;25919;38146;45993;70209;1356;4252;13437;19296;33208;110678;2340;8465;25667;35440;43123;65515;1392;4243;13731;18612;34074;111045;2274;8679;26391;34804;43656;65179;"FE";"France"
"01/08/2020";1309;4038;13638;20514;35025;116956;2201;8351;26025;38309;46193;70497;1365;4268;13497;19392;33350;111131;2348;8505;25761;35599;43288;65775;1400;4273;13782;18696;34210;111509;2285;8726;26526;34937;43848;65451;"FE";"France"
"02/08/2020";1315;4054;13678;20608;35182;117380;2212;8403;26113;38466;46403;70752;1376;4289;13556;19476;33497;111591;2360;8546;25890;35746;43458;66027;1409;4288;13841;18775;34383;111937;2298;8768;26643;35078;44039;65672;"FE";"France"
"03/08/2020";1322;4072;13725;20707;35309;117819;2223;8452;26224;38633;46577;70981;1385;4299;13614;19564;33630;112035;2378;8584;25995;35898;43654;66285;1419;4302;13914;18857;34525;112378;2312;8805;26780;35248;44231;65914;"FE";"France"
"04/08/2020";1331;4088;13770;20795;35442;118225;2234;8502;26336;38792;46771;71246;1390;4315;13668;19638;33770;112478;2384;8624;26104;36060;43844;66540;1430;4329;13978;18953;34685;112838;2322;8855;26892;35418;44445;66191;"FE";"France"
"05/08/2020";1337;4108;13820;20883;35590;118613;2246;8538;26447;38968;46956;71505;1394;4332;13725;19710;33907;112914;2390;8653;26238;36229;44001;66815;1437;4347;14041;19050;34857;113277;2330;8903;27018;35556;44661;66448;"FE";"France"
"06/08/2020";1348;4122;13886;20991;35725;119048;2260;8591;26580;39139;47152;71782;1398;4347;13798;19792;34048;113375;2402;8687;26362;36389;44195;67078;1440;4369;14102;19140;35004;113739;2342;8954;27151;35738;44870;66746;"FE";"France"
"07/08/2020";1353;4143;13944;21085;35895;119494;2272;8636;26698;39332;47336;72057;1410;4366;13865;19885;34197;113833;2410;8722;26467;36534;44393;67306;1450;4390;14161;19238;35178;114239;2358;9001;27302;35917;45079;67050;"FE";"France"
"08/08/2020";1359;4157;14000;21190;36043;119946;2288;8688;26827;39495;47536;72364;1414;4386;13938;19975;34355;114253;2420;8753;26600;36690;44568;67545;1454;4409;14227;19339;35346;114679;2371;9041;27441;36097;45286;67334;"FE";"France"
"09/08/2020";1365;4179;14071;21303;36187;120449;2301;8728;26932;39653;47762;72645;1420;4410;14000;20069;34491;114738;2425;8804;26733;36856;44773;67809;1459;4428;14289;19422;35510;115136;2374;9082;27575;36255;45449;67580;"FE";"France"
"10/08/2020";1374;4194;14158;21414;36360;120986;2313;8780;27076;39835;47975;72943;1424;4428;14061;20145;34647;115145;2436;8838;26843;37012;44947;68076;1470;4448;14336;19513;35650;115534;2390;9111;27699;36399;45643;67801;"FE";"France"
"11/08/2020";1381;4209;14234;21519;36531;121498;2324;8820;27213;40050;48200;73254;1433;4449;14112;20237;34796;115552;2449;8869;26949;37147;45126;68294;1477;4464;14388;19583;35779;115914;2403;9156;27801;36558;45851;68036;"FE";"France"
"12/08/2020";1384;4224;14300;21632;36710;122037;2332;8868;27347;40245;48425;73567;1441;4470;14170;20306;34945;115966;2459;8903;27075;37291;45291;68537;1487;4484;14441;19671;35936;116343;2416;9183;27929;36712;46029;68293;"FE";"France"
"13/08/2020";1389;4247;14364;21732;36887;122583;2340;8915;27471;40430;48632;73870;1443;4489;14238;20399;35103;116330;2466;8951;27175;37442;45459;68786;1495;4501;14499;19757;36076;116793;2425;9219;28043;36842;46227;68558;"FE";"France"
"14/08/2020";1395;4274;14426;21826;37039;123025;2354;8958;27588;40622;48816;74138;1449;4508;14284;20474;35241;116743;2476;8983;27291;37599;45637;69053;1496;4527;14571;19839;36217;117244;2440;9258;28166;36998;46414;68790;"FE";"France"
"15/08/2020";1401;4296;14493;21920;37219;123485;2369;9000;27711;40769;48995;74419;1455;4519;14338;20553;35383;117172;2489;9032;27382;37762;45794;69315;1501;4555;14636;19910;36346;117651;2451;9294;28266;37127;46588;69020;"FE";"France"
"16/08/2020";1408;4316;14573;22013;37362;123925;2376;9038;27815;40921;49188;74718;1461;4533;14399;20637;35528;117606;2501;9063;27506;37927;45956;69564;1507;4582;14702;19997;36497;118061;2464;9342;28370;37268;46764;69253;"FE";"France"
"17/08/2020";1412;4320;14622;22103;37481;124355;2395;9073;27938;41080;49352;75012;1474;4549;14467;20734;35676;118027;2513;9097;27616;38086;46132;69822;1520;4607;14774;20080;36635;118456;2479;9370;28478;37415;46972;69518;"FE";"France"
"18/08/2020";1413;4337;14697;22202;37646;124795;2407;9115;28039;41256;49549;75283;1480;4569;14526;20830;35817;118445;2521;9141;27700;38231;46318;70076;1527;4625;14843;20167;36758;118841;2499;9406;28590;37551;47126;69762;"FE";"France"
"19/08/2020";1419;4355;14754;22298;37801;125258;2413;9160;28137;41401;49744;75536;1484;4586;14594;20910;35965;118843;2536;9180;27820;38382;46490;70325;1536;4647;14899;20241;36875;119252;2512;9437;28718;37683;47291;70002;"FE";"France"
"20/08/2020";1427;4390;14810;22399;37947;125713;2424;9221;28243;41545;49934;75801;1490;4606;14647;20990;36094;119338;2545;9208;27934;38520;46656;70589;1544;4667;14959;20320;37016;119702;2520;9478;28857;37837;47476;70266;"FE";"France"
"21/08/2020";1438;4403;14878;22509;38097;126148;2436;9247;28376;41718;50112;76055;1501;4634;14699;21077;36239;119790;2557;9252;28035;38674;46847;70836;1550;4694;15026;20404;37164;120159;2530;9521;28977;37995;47667;70529;"FE";"France"
"22/08/2020";1440;4415;14947;22593;38232;126632;2446;9281;28475;41870;50309;76299;1508;4662;14757;21144;36387;120175;2572;9292;28157;38809;47038;71047;1558;4707;15083;20490;37331;120600;2544;9564;29096;38151;47887;70778;"FE";"France"
"23/08/2020";1445;4435;15006;22686;38365;127073;2455;9326;28591;42017;50473;76547;1521;4686;14836;21234;36557;120611;2588;9328;28266;38975;47223;71309;1563;4733;15160;20565;37464;121076;2558;9612;29217;38304;48055;71050;"FE";"France"
"24/08/2020";1451;4456;15064;22768;38521;127531;2468;9370;28712;42171;50676;76818;1526;4715;14885;21332;36689;121084;2597;9367;28401;39114;47421;71573;1570;4763;15233;20652;37578;121492;2566;9649;29324;38469;48241;71315;"FE";"France"
"25/08/2020";1458;4468;15113;22872;38673;127924;2477;9417;28820;42339;50863;77092;1530;4731;14943;21422;36846;121578;2604;9417;28505;39284;47607;71803;1574;4783;15280;20728;37717;121906;2579;9678;29434;38635;48438;71565;"FE";"France"
"26/08/2020";1466;4492;15180;22963;38834;128391;2484;9462;28936;42523;51051;77340;1536;4760;15002;21499;36993;122067;2617;9462;28620;39434;47783;72079;1581;4808;15320;20815;37858;122307;2589;9715;29547;38776;48601;71795;"FE";"France"
"27/08/2020";1469;4515;15256;23065;38993;128846;2494;9508;29049;42684;51229;77583;1545;4782;15081;21590;37163;122586;2624;9503;28719;39594;47962;72356;1586;4827;15393;20897;38019;122720;2598;9745;29668;38932;48784;72061;"FE";"France"
"28/08/2020";1476;4525;15314;23180;39142;129286;2507;9543;29160;42878;51429;77867;1552;4807;15147;21697;37298;123110;2633;9538;28833;39746;48171;72614;1594;4844;15461;20990;38165;123183;2611;9796;29772;39089;48973;72334;"FE";"France"
"29/08/2020";1480;4549;15371;23272;39278;129686;2513;9582;29269;43048;51626;78129;1555;4824;15221;21790;37469;123560;2646;9572;28954;39913;48355;72874;1601;4865;15531;21074;38350;123633;2624;9828;29887;39228;49172;72592;"FE";"France"
"30/08/2020";1484;4571;15432;23345;39436;130080;2521;9606;29382;43199;51794;78369;1562;4842;15304;21880;37634;123981;2658;9620;29076;40058;48577;73173;1605;4882;15587;21146;38502;124015;2630;9867;30000;39386;49353;72834;"FE";"France"
"31/08/2020";1488;4592;15489;23454;39592;130475;2536;9636;29512;43369;51989;78602;1564;4863;15345;21970;37788;124414;2681;9653;29178;40219;48752;73413;1611;4907;15647;21240;38650;124442;2647;9901;30111;39543;49545;73033;"FE";"France"
"01/09/2020";1492;4608;15554;23535;39737;130920;2541;9691;29621;43540;52170;78863;1566;4887;15399;22053;37917;124887;2691;9693;29293;40371;48910;73683;1614;4928;15701;21325;38787;124843;2654;9933;30213;39677;49731;73270;"FE";"France"
"02/09/2020";1501;4618;15607;23630;39873;131357;2546;9727;29733;43718;52351;79124;1572;4904;15459;22133;38072;125311;2705;9743;29402;40521;49080;73924;1619;4942;15751;21406;38915;125248;2665;9977;30324;39810;49910;73517;"FE";"France"
"03/09/2020";1508;4631;15669;23735;40029;131779;2565;9767;29852;43890;52531;79383;1579;4923;15517;22238;38196;125728;2713;9774;29525;40670;49250;74201;1623;4962;15815;21498;39054;125646;2671;10017;30457;39968;50094;73757;"FE";"France"
"04/09/2020";1512;4655;15724;23849;40167;132303;2572;9813;29979;44068;52728;79644;1588;4937;15576;22324;38348;126218;2725;9818;29613;40824;49444;74425;1627;4980;15885;21600;39211;126081;2677;10062;30586;40117;50278;74018;"FE";"France"
"05/09/2020";1519;4681;15781;23954;40321;132771;2585;9852;30088;44228;52926;79935;1595;4954;15636;22399;38485;126620;2730;9859;29714;40975;49630;74659;1633;5005;15957;21704;39372;126533;2690;10103;30695;40264;50467;74310;"FE";"France"
"06/09/2020";1525;4707;15835;24055;40479;133195;2594;9890;30193;44382;53097;80181;1602;4974;15695;22485;38630;127022;2742;9899;29827;41125;49802;74926;1641;5026;16033;21790;39524;126971;2704;10134;30817;40409;50647;74597;"FE";"France"
"07/09/2020";1530;4727;15885;24147;40639;133657;2607;9928;30308;44555;53284;80463;1615;4991;15759;22569;38792;127489;2756;9930;29911;41283;49984;75167;1648;5043;16109;21890;39684;127396;2713;10189;30931;40584;50847;74865;"FE";"France"
"08/09/2020";1537;4747;15942;24244;40805;134111;2615;9967;30417;44747;53491;80728;1620;5001;15824;22647;38945;127916;2766;9961;30015;41460;50155;75405;1655;5058;16170;21979;39803;127812;2718;10234;31041;40715;51043;75086;"FE";"France"
"09/09/2020";1539;4767;16012;24337;40975;134594;2625;10010;30550;44916;53692;80999;1625;5022;15889;22735;39075;128356;2769;10004;30122;41635;50343;75662;1661;5081;16237;22049;39953;128243;2732;10275;31143;40867;51243;75356;"FE";"France"
"10/09/2020";1545;4788;16074;24436;41105;135086;2634;10063;30688;45067;53884;81291;1631;5042;15949;22820;39229;128789;2778;10049;30236;41798;50514;75927;1667;5097;16314;22121;40109;128694;2744;10316;31272;41033;51413;75626;"FE";"France"
"11/09/2020";1554;4805;16146;24519;41257;135592;2645;10102;30811;45239;54095;81557;1640;5061;16028;22906;39381;129242;2791;10095;30337;41960;50692;76180;1676;5113;16381;22208;40261;129157;2758;10355;31407;41203;51587;75859;"FE";"France"
"12/09/2020";1558;4827;16202;24599;41402;136095;2652;10150;30940;45421;54271;81834;1647;5083;16083;22994;39540;129700;2801;10139;30460;42101;50871;76438;1686;5136;16449;22285;40411;129609;2771;10394;31509;41374;51775;76133;"FE";"France"
"13/09/2020";1569;4852;16256;24684;41562;136578;2659;10189;31057;45593;54490;82135;1657;5100;16158;23089;39692;130153;2812;10176;30572;42256;51045;76740;1697;5167;16521;22365;40566;130081;2778;10428;31621;41545;51974;76388;"FE";"France"
"14/09/2020";1582;4877;16321;24766;41748;137053;2665;10242;31196;45764;54694;82431;1662;5114;16224;23163;39823;130605;2824;10222;30695;42419;51219;77000;1702;5190;16575;22450;40710;130519;2792;10468;31733;41697;52166;76660;"FE";"France"
"15/09/2020";1590;4898;16396;24859;41909;137559;2677;10289;31340;45948;54925;82776;1671;5132;16265;23245;39963;131098;2835;10263;30803;42561;51424;77255;1705;5212;16635;22535;40853;130990;2799;10511;31841;41848;52365;76895;"FE";"France"
"16/09/2020";1595;4917;16460;24954;42057;138079;2680;10333;31439;46124;55151;83091;1682;5164;16322;23346;40122;131556;2853;10313;30936;42729;51599;77512;1708;5238;16691;22603;40991;131449;2812;10555;31950;41981;52521;77128;"FE";"France"
"17/09/2020";1598;4943;16511;25048;42204;138594;2684;10379;31565;46294;55364;83364;1688;5183;16381;23432;40295;132035;2860;10359;31050;42903;51784;77777;1717;5254;16755;22685;41135;131886;2824;10602;32082;42130;52725;77394;"FE";"France"
"18/09/2020";1600;4959;16591;25138;42367;139114;2696;10421;31705;46470;55575;83670;1695;5200;16424;23515;40441;132463;2873;10393;31160;43068;51971;78023;1723;5278;16809;22756;41285;132332;2832;10624;32203;42283;52929;77655;"FE";"France"
"19/09/2020";1608;4978;16666;25255;42538;139648;2704;10444;31816;46647;55803;83968;1700;5214;16474;23611;40597;132906;2886;10446;31279;43217;52159;78285;1726;5304;16875;22835;41435;132793;2836;10665;32307;42457;53122;77916;"FE";"France"
"20/09/2020";1614;4993;16739;25357;42683;140175;2715;10490;31937;46776;56011;84256;1711;5243;16540;23686;40750;133368;2900;10499;31403;43387;52361;78574;1731;5319;16941;22924;41589;133220;2850;10707;32434;42628;53325;78192;"FE";"France"
"21/09/2020";1620;5011;16803;25453;42834;140660;2726;10526;32077;46959;56209;84525;1717;5266;16606;23786;40899;133842;2912;10547;31525;43553;52571;78850;1737;5338;17021;22989;41740;133685;2865;10743;32555;42773;53529;78433;"FE";"France"
"22/09/2020";1629;5030;16855;25545;42969;141124;2733;10565;32203;47123;56413;84802;1726;5283;16660;23868;41023;134331;2924;10585;31633;43728;52748;79154;1745;5364;17076;23060;41877;134134;2879;10782;32671;42919;53705;78685;"FE";"France"
"23/09/2020";1639;5049;16921;25651;43116;141570;2743;10590;32316;47280;56614;85078;1730;5302;16717;23952;41181;134787;2933;10620;31755;43877;52925;79411;1750;5385;17150;23144;42026;134542;2900;10822;32796;43064;53870;78954;"FE";"France"
"24/09/2020";1648;5071;16982;25742;43273;142014;2754;10629;32434;47465;56821;85339;1734;5320;16782;24046;41328;135173;2940;10660;31864;44039;53095;79678;1753;5408;17208;23215;42148;134953;2910;10862;32922;43223;54062;79208;"FE";"France"
"25/09/2020";1651;5103;17045;25845;43411;142469;2762;10674;32539;47631;57030;85596;1739;5333;16840;24142;41476;135624;2952;10695;31985;44170;53294;79965;1758;5431;17270;23312;42314;135366;2927;10904;33043;43382;54251;79420;"FE";"France"
"26/09/2020";1660;5124;17109;25931;43552;142917;2775;10724;32666;47792;57222;85864;1743;5353;16905;24242;41637;136094;2958;10741;32093;44330;53491;80238;1766;5450;17319;23375;42458;135781;2937;10933;33162;43541;54437;79672;"FE";"France"
"27/09/2020";1663;5142;17167;26035;43692;143390;2783;10757;32767;47944;57402;86162;1751;5370;16958;24339;41793;136538;2965;10779;32206;44474;53677;80501;1772;5468;17389;23475;42621;136240;2952;10977;33288;43697;54643;79921;"FE";"France"
"28/09/2020";1671;5169;17239;26133;43842;143868;2791;10794;32893;48147;57610;86464;1756;5384;17027;24432;41956;136963;2979;10815;32320;44653;53864;80768;1776;5489;17451;23566;42805;136694;2967;11012;33419;43854;54849;80203;"FE";"France"
"29/09/2020";1680;5192;17313;26225;44005;144371;2799;10843;33023;48320;57817;86739;1763;5402;17070;24508;42087;137431;2993;10864;32427;44799;54065;81036;1781;5506;17511;23633;42961;137164;2977;11046;33531;44008;55036;80485;"FE";"France"
"30/09/2020";1686;5205;17378;26330;44161;144919;2806;10883;33161;48503;58024;87024;1773;5424;17145;24615;42235;137892;3002;10887;32543;44963;54245;81298;1791;5535;17571;23718;43101;137606;2992;11084;33628;44154;55196;80726;"FE";"France"
"01/10/2020";1695;5224;17448;26432;44324;145444;2812;10920;33272;48710;58230;87350;1783;5435;17215;24710;42394;138359;3011;10937;32660;45128;54446;81573;1797;5564;17632;23805;43272;138055;3002;11132;33739;44297;55384;80995;"FE";"France"
"02/10/2020";1703;5242;17505;26545;44487;145965;2820;10957;33381;48893;58452;87660;1793;5448;17285;24794;42550;138837;3024;10979;32771;45288;54643;81847;1801;5592;17696;23879;43418;138492;3012;11173;33881;44451;55589;81267;"FE";"France"
"03/10/2020";1710;5270;17567;26654;44672;146478;2835;10995;33494;49066;58640;87966;1796;5467;17351;24877;42706;139276;3036;11015;32911;45458;54842;82130;1810;5611;17761;23963;43594;138947;3023;11210;34002;44618;55773;81553;"FE";"France"
"04/10/2020";1716;5292;17625;26747;44824;146995;2845;11031;33611;49246;58867;88258;1799;5486;17416;24974;42866;139734;3045;11044;33022;45634;55048;82393;1817;5625;17827;24057;43767;139483;3032;11253;34105;44767;55987;81864;"FE";"France"
"05/10/2020";1721;5311;17684;26846;45011;147463;2855;11070;33730;49407;59091;88565;1802;5502;17466;25069;43024;140202;3047;11093;33134;45804;55225;82677;1826;5645;17897;24144;43930;139989;3039;11291;34222;44941;56184;82121;"FE";"France"
"06/10/2020";1729;5335;17776;26947;45186;147960;2867;11115;33865;49605;59307;88875;1805;5516;17544;25168;43172;140677;3058;11122;33222;45961;55426;82972;1842;5660;17958;24237;44084;140443;3050;11346;34356;45115;56402;82410;"FE";"France"
"07/10/2020";1735;5361;17847;27055;45335;148421;2877;11159;33988;49787;59523;89182;1812;5528;17613;25257;43324;141134;3073;11163;33340;46142;55599;83256;1846;5681;18004;24327;44208;140903;3058;11391;34470;45274;56576;82683;"FE";"France"
"08/10/2020";1744;5386;17905;27150;45511;148947;2892;11195;34103;49967;59742;89469;1816;5547;17675;25357;43476;141593;3083;11201;33459;46323;55809;83526;1854;5700;18061;24393;44350;141366;3067;11438;34577;45416;56749;82970;"FE";"France"
"09/10/2020";1752;5408;17972;27247;45684;149447;2904;11247;34246;50162;60004;89776;1827;5567;17737;25431;43626;142056;3096;11247;33575;46511;56000;83781;1862;5711;18123;24488;44493;141868;3076;11480;34690;45599;56955;83251;"FE";"France"
"10/10/2020";1756;5431;18023;27342;45830;149939;2909;11280;34370;50356;60231;90082;1833;5589;17802;25539;43803;142504;3107;11296;33699;46665;56166;84072;1868;5732;18185;24576;44667;142356;3089;11521;34811;45737;57160;83556;"FE";"France"
"11/10/2020";1759;5456;18078;27436;45975;150396;2915;11316;34482;50528;60454;90382;1837;5615;17878;25641;43953;142976;3123;11336;33823;46815;56370;84373;1874;5759;18250;24654;44817;142825;3098;11555;34955;45910;57407;83840;"FE";"France"
"12/10/2020";1762;5476;18134;27529;46149;150905;2924;11356;34620;50689;60676;90716;1841;5640;17928;25738;44091;143466;3134;11384;33939;46979;56564;84663;1878;5779;18316;24743;44966;143335;3110;11603;35076;46072;57595;84137;"FE";"France"
"13/10/2020";1767;5490;18189;27632;46307;151396;2929;11391;34758;50891;60889;91019;1845;5664;18003;25836;44229;143967;3148;11425;34053;47126;56780;84935;1882;5807;18371;24833;45151;143802;3116;11650;35176;46236;57780;84407;"FE";"France"
"14/10/2020";1773;5504;18259;27733;46488;151907;2935;11425;34881;51062;61099;91318;1852;5679;18085;25930;44365;144432;3157;11464;34188;47308;56992;85229;1887;5826;18437;24921;45306;144293;3127;11691;35312;46390;57962;84665;"FE";"France"
"15/10/2020";1780;5526;18319;27850;46656;152439;2943;11460;35005;51248;61315;91644;1858;5693;18157;26024;44531;144903;3174;11495;34315;47458;57216;85498;1898;5848;18507;25002;45473;144769;3137;11730;35436;46573;58155;84948;"FE";"France"
"16/10/2020";1792;5540;18384;27958;46838;152929;2955;11495;35122;51461;61569;91968;1865;5712;18213;26129;44694;145411;3183;11536;34442;47621;57419;85766;1905;5872;18577;25095;45632;145259;3145;11771;35571;46734;58359;85195;"FE";"France"
"17/10/2020";1800;5557;18461;28073;46990;153483;2972;11538;35255;51635;61791;92307;1876;5735;18278;26223;44852;145868;3191;11578;34557;47791;57616;86019;1915;5891;18641;25186;45786;145723;3159;11807;35695;46882;58553;85472;"FE";"France"
"18/10/2020";1805;5576;18520;28158;47164;154017;2980;11580;35370;51799;62005;92649;1880;5756;18333;26312;44991;146329;3204;11616;34684;47972;57815;86312;1924;5905;18705;25280;45940;146199;3167;11847;35828;47016;58723;85746;"FE";"France"
"19/10/2020";1808;5600;18594;28256;47338;154522;2988;11617;35505;51978;62273;93012;1891;5773;18392;26398;45162;146795;3213;11650;34787;48135;58050;86564;1930;5919;18766;25360;46102;146654;3184;11891;35953;47173;58909;86001;"FE";"France"
"20/10/2020";1815;5617;18653;28347;47519;155109;2995;11657;35637;52188;62523;93378;1896;5789;18462;26470;45321;147311;3230;11680;34893;48310;58246;86827;1939;5940;18830;25446;46238;147055;3196;11927;36060;47337;59117;86271;"FE";"France"
"21/10/2020";1823;5633;18723;28457;47736;155712;3005;11704;35773;52407;62793;93737;1904;5813;18521;26555;45492;147825;3245;11714;35013;48447;58411;87113;1944;5965;18880;25521;46398;147517;3206;11954;36176;47477;59278;86522;"FE";"France"
"22/10/2020";1828;5657;18792;28573;47926;156315;3020;11740;35896;52610;63074;94119;1910;5831;18577;26644;45645;148310;3257;11756;35136;48612;58606;87378;1949;5984;18934;25610;46556;147989;3218;11994;36305;47622;59474;86763;"FE";"France"
"23/10/2020";1832;5672;18868;28673;48107;156901;3033;11780;36031;52834;63330;94504;1918;5851;18644;26738;45802;148807;3268;11788;35250;48786;58812;87667;1953;6000;18996;25714;46721;148467;3236;12040;36435;47753;59677;87044;"FE";"France"
"24/10/2020";1842;5691;18919;28761;48264;157506;3046;11826;36164;53037;63559;94889;1923;5869;18721;26833;45978;149262;3284;11827;35377;48970;59000;87938;1960;6014;19062;25805;46885;148928;3246;12071;36545;47936;59866;87329;"FE";"France"
"25/10/2020";1846;5715;18999;28879;48456;158140;3056;11871;36296;53235;63813;95274;1932;5889;18798;26924;46153;149785;3295;11869;35495;49132;59212;88197;1966;6040;19122;25887;47060;149399;3255;12118;36661;48094;60067;87638;"FE";"France"
"26/10/2020";1851;5732;19066;28990;48636;158758;3065;11915;36418;53430;64046;95627;1941;5908;18867;27022;46317;150262;3307;11907;35600;49292;59425;88464;1978;6060;19184;25973;47219;149853;3266;12150;36784;48259;60254;87903;"FE";"France"
"27/10/2020";1860;5755;19133;29091;48853;159418;3069;11948;36547;53614;64337;96003;1949;5933;18924;27118;46456;150728;3318;11954;35699;49442;59627;88746;1983;6085;19260;26049;47377;150336;3274;12187;36905;48436;60436;88158;"FE";"France"
"28/10/2020";1865;5768;19209;29192;49049;160086;3075;11985;36691;53810;64601;96417;1955;5951;18994;27206;46589;151222;3328;11995;35811;49620;59828;89019;1987;6121;19320;26134;47520;150818;3292;12220;37022;48606;60631;88431;"FE";"France"
"29/10/2020";1870;5793;19285;29293;49254;160740;3087;12027;36805;54029;64885;96848;1964;5974;19062;27303;46729;151692;3339;12035;35919;49780;60019;89312;1988;6141;19372;26237;47652;151274;3304;12260;37153;48791;60833;88695;"FE";"France"
"30/10/2020";1875;5805;19364;29414;49461;161379;3094;12062;36935;54257;65167;97252;1972;6001;19129;27399;46886;152213;3348;12069;36036;49937;60214;89587;1992;6164;19443;26332;47823;151779;3318;12305;37290;48964;61061;88978;"FE";"France"
"31/10/2020";1882;5826;19429;29516;49629;162039;3103;12107;37060;54495;65441;97689;1977;6017;19191;27505;47051;152739;3356;12106;36162;50079;60412;89866;2002;6199;19525;26425;47987;152273;3326;12351;37415;49129;61276;89216;"FE";"France"
"01/11/2020";1888;5839;19501;29651;49862;162736;3113;12142;37185;54682;65731;98126;1983;6045;19262;27591;47208;153225;3370;12153;36281;50252;60641;90154;2008;6219;19579;26518;48133;152738;3342;12390;37517;49305;61491;89478;"FE";"France"
"02/11/2020";1894;5858;19570;29764;50072;163431;3121;12191;37306;54930;66045;98563;1988;6062;19340;27690;47355;153718;3375;12186;36414;50420;60859;90478;2015;6239;19637;26602;48288;153218;3353;12445;37618;49463;61684;89759;"FE";"France"
"03/11/2020";1898;5879;19639;29880;50304;164093;3129;12234;37452;55122;66347;98969;1993;6077;19409;27783;47526;154227;3386;12219;36515;50571;61063;90774;2021;6257;19687;26689;48426;153696;3362;12492;37738;49628;61888;90035;"FE";"France"
"04/11/2020";1908;5895;19712;30005;50521;164789;3141;12267;37584;55319;66641;99374;2002;6097;19470;27876;47683;154760;3400;12253;36637;50726;61268;91089;2027;6275;19751;26764;48596;154168;3374;12532;37861;49771;62086;90335;"FE";"France"
"05/11/2020";1913;5912;19780;30115;50744;165456;3152;12319;37719;55530;66935;99813;2010;6107;19528;27969;47836;155279;3406;12294;36759;50873;61463;91366;2037;6298;19811;26861;48767;154696;3380;12569;37981;49944;62315;90635;"FE";"France"
"06/11/2020";1919;5934;19871;30237;50967;166121;3164;12354;37864;55748;67222;100280;2014;6128;19604;28056;47996;155753;3417;12326;36895;51043;61692;91676;2043;6319;19895;26934;48917;155205;3390;12597;38127;50100;62531;90932;"FE";"France"
"07/11/2020";1925;5955;19935;30347;51196;166866;3172;12390;38007;55971;67536;100718;2019;6141;19680;28146;48146;156236;3425;12380;37037;51221;61908;91990;2051;6340;19956;27023;49079;155699;3404;12644;38249;50290;62737;91231;"FE";"France"
"08/11/2020";1928;5977;20013;30460;51421;167608;3181;12419;38125;56205;67824;101165;2023;6167;19741;28233;48323;156714;3435;12421;37139;51406;62121;92230;2059;6356;20024;27128;49233;156191;3419;12682;38356;50462;62943;91497;"FE";"France"
"09/11/2020";1932;5994;20102;30588;51655;168299;3189;12452;38267;56400;68121;101633;2028;6188;19810;28331;48493;157231;3443;12467;37277;51585;62350;92535;2069;6374;20094;27212;49378;156708;3427;12719;38467;50627;63113;91763;"FE";"France"
"10/11/2020";1943;6017;20184;30698;51872;168984;3193;12481;38401;56613;68440;102053;2033;6209;19875;28427;48650;157751;3454;12508;37368;51757;62547;92790;2076;6391;20169;27309;49545;157188;3441;12760;38590;50789;63325;92044;"FE";"France"
"11/11/2020";1952;6046;20252;30784;52101;169675;3200;12532;38514;56817;68700;102521;2039;6224;19926;28517;48804;158195;3463;12553;37459;51900;62770;93064;2080;6408;20232;27411;49709;157642;3447;12805;38695;50957;63548;92321;"FE";"France"
